ASCC-289-201,25,1,1,1,0,28,0.000,0,0,0,0,0,28,STAHR R
"",89.29%,3.57%,3.57%,3.57%,0.00%,,,,,,,,,
ASCC-289-202,23,5,4,1,0,33,0.000,0,0,0,0,0,33,MCCLURE M
"",69.70%,15.15%,12.12%,3.03%,0.00%,,,,,,,,,
ASCC-289-203,33,0,0,0,0,33,0.000,0,0,0,0,0,33,NWADIALO C
"",100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
ASCC-289-204,24,7,2,1,0,34,0.000,0,0,0,0,0,34,JONES M
"",70.59%,20.59%,5.88%,2.94%,0.00%,,,,,,,,,
ASCC-289-205,25,6,2,0,0,33,0.000,0,0,0,0,0,33,OLIVER B
"",75.76%,18.18%,6.06%,0.00%,0.00%,,,,,,,,,
ASCC-289-206,21,10,0,0,0,31,0.000,0,0,0,0,0,31,LAUGHLIN T
"",67.74%,32.26%,0.00%,0.00%,0.00%,,,,,,,,,
ASCC-289-207,28,4,1,1,0,34,0.000,0,0,0,0,0,34,VAN HORN J
"",82.35%,11.76%,2.94%,2.94%,0.00%,,,,,,,,,
ASCC-289-208,24,1,0,0,0,25,0.000,0,0,0,0,6,31,HURLEY J
"",96.00%,4.00%,0.00%,0.00%,0.00%,,,,,,,,,
ASCC-289-209,25,3,1,0,0,29,0.000,0,0,0,0,0,29,SPEED K
"",86.21%,10.34%,3.45%,0.00%,0.00%,,,,,,,,,
ASCC-289-210,31,2,1,0,0,34,0.000,0,0,0,0,0,34,DVORACEK M
"",91.18%,5.88%,2.94%,0.00%,0.00%,,,,,,,,,
ASCC-289-211,14,3,0,1,0,18,0.000,0,0,0,0,0,18,MCCLURE M
"",77.78%,16.67%,0.00%,5.56%,0.00%,,,,,,,,,
ASCC-289-212,18,7,1,0,0,26,0.000,0,0,0,0,0,26,JONES M
"",69.23%,26.92%,3.85%,0.00%,0.00%,,,,,,,,,
ASCC-289-213,27,0,3,0,0,30,0.000,0,0,0,0,0,30,MCCORMICK M
"",90.00%,0.00%,10.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,318,49,16,5,0,388,Error,0,0,0,0,6,394
"",81.96%,12.63%,4.12%,1.29%,0.00%,,,,,,,,
DEPARTMENT TOTAL:,318,49,16,5,0,388,Error,0,0,0,0,6,394
"",81.96%,12.63%,4.12%,1.29%,0.00%,,,,,,,,
COLLEGE TOTAL:,318,49,16,5,0,388,Error,0,0,0,0,6,394
"",81.96%,12.63%,4.12%,1.29%,0.00%,,,,,,,,
